MANDT	FKNUM	FKPOS	FKPTY	BUKRS	NETWR	MWSBP	WAERS	MWSKZ	PRSDT	BUDAT	EXTI1	EXTI2	TPLST	VSART	KALSM	KNUMV	WERKS	EKORG	EKGRP	EBELN	EBELP	LBLNI	PARVW	TDLNR	RECHS	KURST	KOSTY	REFTY	REBEL	REPOS	POSTX	KNTTP	BKLAS	STBER	DTBER	UZBER	STFRE	DTFRE	UZFRE	STABR	DTABR	UZABR	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	LOGSYS	KSTAU	TRFZNA	TRFZNZ	TXJCD	BASWR	SLAND1_A	SLAND1_Z	FKSTO	KZWI1	KZWI2	KZWI3	KZWI4	KZWI5	KZWI6
700	2100201250	000001	Z007	1000	5,407.20	0.00	INR		30.04.2024	30.04.2024	2100201432		1040	01	ZSCL01	0003565241					00000		SP	0013000913			B	8	2100201432	000001	2100201432 RHIHRLYSIDING	K	3101	C	30.04.2024	21:33:23			00:00:00			00:00:00	SCLADMIN	30.04.2024	21:33:23			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100201940	000001	Z007	1000	5,394.00	0.00	INR		01.05.2024	01.05.2024	2100202112		1040	01	ZSCL01	0003571946					00000		SP	0013000913			B	8	2100202112	000001	2100202112 RHIHRLYSIDING	K	3101	C	01.05.2024	07:08:02			00:00:00			00:00:00	SCLADMIN	01.05.2024	07:08:02			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100202808	000001	Z007	1000	5,396.40	0.00	INR		01.05.2024	01.05.2024	2100202980		1040	01	ZSCL01	0003582687					00000		SP	0013000913			B	8	2100202980	000001	2100202980 RHIHRLYSIDING	K	3101	C	01.05.2024	19:02:35			00:00:00			00:00:00	SCLADMIN	01.05.2024	19:02:35			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100203000	000001	Z007	1000	5,402.40	0.00	INR		01.05.2024	01.05.2024	2100203172		1040	01	ZSCL01	0003584884					00000		SP	0013000913			B	8	2100203172	000001	2100203172 RHIHRLYSIDING	K	3101	C	01.05.2024	20:48:27			00:00:00			00:00:00	SCLADMIN	01.05.2024	20:48:27			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100203915	000001	Z007	1000	5,402.40	0.00	INR		02.05.2024	02.05.2024	2100204097		1040	01	ZSCL01	0003590973					00000		SP	0013000913			B	8	2100204097	000001	2100204097 RHIHRLYSIDING	K	3101	C	02.05.2024	09:23:11			00:00:00			00:00:00	SCLADMIN	02.05.2024	09:23:11			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100203973	000001	Z007	1000	5,407.20	0.00	INR		02.05.2024	02.05.2024	2100204155		1040	01	ZSCL01	0003591460					00000		SP	0013000913			B	8	2100204155	000001	2100204155 RHIHRLYSIDING	K	3101	C	02.05.2024	10:10:57			00:00:00			00:00:00	SCLADMIN	02.05.2024	10:10:57			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100204094	000001	Z007	1000	5,396.40	0.00	INR		02.05.2024	02.05.2024	2100204276		1040	01	ZSCL01	0003593118					00000		SP	0013000913			B	8	2100204276	000001	2100204276 RHIHRLYSIDING	K	3101	C	02.05.2024	11:57:57			00:00:00			00:00:00	SCLADMIN	02.05.2024	11:57:57			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100204143	000001	Z007	1000	5,407.20	0.00	INR		02.05.2024	02.05.2024	2100204325		1040	01	ZSCL01	0003594383					00000		SP	0013000913			B	8	2100204325	000001	2100204325 RHIHRLYSIDING	K	3101	C	02.05.2024	12:38:42			00:00:00			00:00:00	SCLADMIN	02.05.2024	12:38:42			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100206022	000001	Z007	1000	5,402.40	0.00	INR		03.05.2024	03.05.2024	2100206204		1040	01	ZSCL01	0003616944					00000		SP	0013000913			B	8	2100206204	000001	2100206204 RHIHRLYSIDING	K	3101	C	03.05.2024	10:18:49			00:00:00			00:00:00	SCLADMIN	03.05.2024	10:18:49			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100206321	000001	Z007	1000	5,402.40	0.00	INR		03.05.2024	03.05.2024	2100206493		1040	01	ZSCL01	0003624108					00000		SP	0013000913			B	8	2100206493	000001	2100206493 RHIHRLYSIDING	K	3101	C	03.05.2024	15:09:16			00:00:00			00:00:00	SCLADMIN	03.05.2024	15:09:16			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100208142	000001	Z007	1000	5,396.40	0.00	INR		04.05.2024	04.05.2024	2100208332		1040	01	ZSCL01	0003649030					00000		SP	0013000913			B	8	2100208332	000001	2100208332 RHIHRLYSIDING	K	3101	C	04.05.2024	09:40:23			00:00:00			00:00:00	SCLADMIN	04.05.2024	09:40:23			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100213661	000001	Z007	1000	5,394.00	0.00	INR		06.05.2024	06.05.2024	2100213863		1040	01	ZSCL01	0003738687					00000		SP	0013000913			B	8	2100213863	000001	2100213863 RHIHRLYSIDING	K	3101	C	06.05.2024	20:04:57			00:00:00			00:00:00	SCLADMIN	06.05.2024	20:04:57			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100214908	000001	Z007	1000	5,396.40	0.00	INR		07.05.2024	07.05.2024	2100215100		1040	01	ZSCL01	0003749109					00000		SP	0013000913			B	8	2100215100	000001	2100215100 RHIHRLYSIDING	K	3101	C	07.05.2024	08:54:09			00:00:00			00:00:00	SCLADMIN	07.05.2024	08:54:09			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100216263	000001	Z007	1000	5,396.40	0.00	INR		07.05.2024	07.05.2024	2100216455		1040	01	ZSCL01	0003775966					00000		SP	0013000913			B	8	2100216455	000001	2100216455 RHIHRLYSIDING	K	3101	C	07.05.2024	23:01:51			00:00:00			00:00:00	SCLADMIN	07.05.2024	23:01:51			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100216418	000001	Z007	1000	5,407.20	0.00	INR		08.05.2024	08.05.2024	2100216610		1040	01	ZSCL01	0003777038					00000		SP	0013000913			B	8	2100216610	000001	2100216610 RHIHRLYSIDING	K	3101	C	08.05.2024	00:10:34			00:00:00			00:00:00	SCLADMIN	08.05.2024	00:10:34			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100216984	000001	Z007	1000	5,394.00	0.00	INR		08.05.2024	08.05.2024	2100217176		1040	01	ZSCL01	0003779891					00000		SP	0013000913			B	8	2100217176	000001	2100217176 RHIHRLYSIDING	K	3101	C	08.05.2024	05:34:14			00:00:00			00:00:00	SCLADMIN	08.05.2024	05:34:14			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100217079	000001	Z007	1000	5,394.00	0.00	INR		08.05.2024	08.05.2024	2100217271		1040	01	ZSCL01	0003780533					00000		SP	0013000913			B	8	2100217271	000001	2100217271 RHIHRLYSIDING	K	3101	C	08.05.2024	07:38:19			00:00:00			00:00:00	SCLADMIN	08.05.2024	07:38:19			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100217182	000001	Z007	1000	5,402.40	0.00	INR		08.05.2024	08.05.2024	2100217374		1040	01	ZSCL01	0003781375					00000		SP	0013000913			B	8	2100217374	000001	2100217374 RHIHRLYSIDING	K	3101	C	08.05.2024	09:26:34			00:00:00			00:00:00	SCLADMIN	08.05.2024	09:26:34			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100217220	000001	Z007	1000	5,396.40	0.00	INR		08.05.2024	08.05.2024	2100217422		1040	01	ZSCL01	0003782010					00000		SP	0013000913			B	8	2100217422	000001	2100217422 RHIHRLYSIDING	K	3101	C	08.05.2024	10:10:39			00:00:00			00:00:00	SCLADMIN	08.05.2024	10:10:39			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100217333	000001	Z007	1000	5,396.40	0.00	INR		08.05.2024	08.05.2024	2100217535		1040	01	ZSCL01	0003784002					00000		SP	0013000913			B	8	2100217535	000001	2100217535 RHIHRLYSIDING	K	3101	C	08.05.2024	11:44:26			00:00:00			00:00:00	SCLADMIN	08.05.2024	11:44:26			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100217723	000001	Z007	1000	5,407.20	0.00	INR		08.05.2024	08.05.2024	2100217915		1040	01	ZSCL01	0003792755					00000		SP	0013000913			B	8	2100217915	000001	2100217915 RHIHRLYSIDING	K	3101	C	08.05.2024	15:59:39			00:00:00			00:00:00	SCLADMIN	08.05.2024	15:59:39			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100218722	000001	Z007	1000	5,407.20	0.00	INR		09.05.2024	09.05.2024	2100218914		1040	01	ZSCL01	0003812966					00000		SP	0013000913			B	8	2100218914	000001	2100218914 RHIHRLYSIDING	K	3101	C	09.05.2024	00:44:23			00:00:00			00:00:00	SCLADMIN	09.05.2024	00:44:23			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100219522	000001	Z007	1000	5,394.00	0.00	INR		09.05.2024	09.05.2024	2100219714		1040	01	ZSCL01	0003818482					00000		SP	0013000913			B	8	2100219714	000001	2100219714 RHIHRLYSIDING	K	3101	C	09.05.2024	11:09:29			00:00:00			00:00:00	SCLADMIN	09.05.2024	11:09:29			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100221432	000001	Z007	1000	5,407.20	0.00	INR		10.05.2024	10.05.2024	2100221624		1040	01	ZSCL01	0003846204					00000		SP	0013000913			B	8	2100221624	000001	2100221624 RHIHRLYSIDING	K	3101	C	10.05.2024	05:04:43			00:00:00			00:00:00	SCLADMIN	10.05.2024	05:04:43			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100221704	000001	Z007	1000	5,402.40	0.00	INR		10.05.2024	10.05.2024	2100221896		1040	01	ZSCL01	0003847957					00000		SP	0013000913			B	8	2100221896	000001	2100221896 RHIHRLYSIDING	K	3101	C	10.05.2024	09:26:05			00:00:00			00:00:00	SCLADMIN	10.05.2024	09:26:05			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100221745	000001	Z007	1000	5,407.20	0.00	INR		10.05.2024	10.05.2024	2100221937		1040	01	ZSCL01	0003848668					00000		SP	0013000913			B	8	2100221937	000001	2100221937 RHIHRLYSIDING	K	3101	C	10.05.2024	10:03:26			00:00:00			00:00:00	SCLADMIN	10.05.2024	10:03:26			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100222231	000001	Z007	1000	5,402.40	0.00	INR		10.05.2024	10.05.2024	2100222423		1040	01	ZSCL01	0003858503					00000		SP	0013000913			B	8	2100222423	000001	2100222423 RHIHRLYSIDING	K	3101	C	10.05.2024	16:07:00			00:00:00			00:00:00	SCLADMIN	10.05.2024	16:07:00			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100223456	000001	Z007	1000	5,394.00	0.00	INR		11.05.2024	11.05.2024	2100223648		1040	01	ZSCL01	0003879322					00000		SP	0013000913			B	8	2100223648	000001	2100223648 RHIHRLYSIDING	K	3101	C	11.05.2024	04:10:49			00:00:00			00:00:00	SCLADMIN	11.05.2024	04:10:49			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100223458	000001	Z007	1000	5,407.20	0.00	INR		11.05.2024	11.05.2024	2100223650		1040	01	ZSCL01	0003879328					00000		SP	0013000913			B	8	2100223650	000001	2100223650 RHIHRLYSIDING	K	3101	C	11.05.2024	04:12:13			00:00:00			00:00:00	SCLADMIN	11.05.2024	04:12:13			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100223466	000001	Z007	1000	5,394.00	0.00	INR		11.05.2024	11.05.2024	2100223658		1040	01	ZSCL01	0003879405					00000		SP	0013000913			B	8	2100223658	000001	2100223658 RHIHRLYSIDING	K	3101	C	11.05.2024	04:23:48			00:00:00			00:00:00	SCLADMIN	11.05.2024	04:23:48			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100223723	000001	Z007	1000	5,396.40	0.00	INR		11.05.2024	11.05.2024	2100223925		1040	01	ZSCL01	0003880777					00000		SP	0013000913			B	8	2100223925	000001	2100223925 RHIHRLYSIDING	K	3101	C	11.05.2024	08:12:26			00:00:00			00:00:00	SCLADMIN	11.05.2024	08:12:26			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100228278	000001	Z007	1000	5,407.20	0.00	INR		13.05.2024	13.05.2024	2100228471		1040	01	ZSCL01	0003944756					00000		SP	0013000913			B	8	2100228471	000001	2100228471 RHIHRLYSIDING	K	3101	C	13.05.2024	09:42:43			00:00:00			00:00:00	SCLADMIN	13.05.2024	09:42:43			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100230434	000001	Z007	1000	5,396.40	0.00	INR		14.05.2024	14.05.2024	2100230627		1040	01	ZSCL01	0003984145					00000		SP	0013000913			B	8	2100230627	000001	2100230627 RHIHRLYSIDING	K	3101	C	14.05.2024	08:28:56			00:00:00			00:00:00	SCLADMIN	14.05.2024	08:28:56			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100231896	000001	Z007	1000	5,394.00	0.00	INR		15.05.2024	15.05.2024	2100232089		1040	01	ZSCL01	0004019773					00000		SP	0013000913			B	8	2100232089	000001	2100232089 RHIHRLYSIDING	K	3101	C	15.05.2024	00:15:55			00:00:00			00:00:00	SCLADMIN	15.05.2024	00:15:55			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100232495	000001	Z007	1000	5,407.20	0.00	INR		15.05.2024	15.05.2024	2100232688		1040	01	ZSCL01	0004023171					00000		SP	0013000913			B	8	2100232688	000001	2100232688 RHIHRLYSIDING	K	3101	C	15.05.2024	06:55:36			00:00:00			00:00:00	SCLADMIN	15.05.2024	06:55:36			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100232605	000001	Z007	1000	5,402.40	0.00	INR		15.05.2024	15.05.2024	2100232788		1040	01	ZSCL01	0004023852					00000		SP	0013000913			B	8	2100232788	000001	2100232788 RHIHRLYSIDING	K	3101	C	15.05.2024	08:05:22			00:00:00			00:00:00	SCLADMIN	15.05.2024	08:05:22			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100232614	000001	Z007	1000	5,394.00	0.00	INR		15.05.2024	15.05.2024	2100232797		1040	01	ZSCL01	0004023902					00000		SP	0013000913			B	8	2100232797	000001	2100232797 RHIHRLYSIDING	K	3101	C	15.05.2024	08:08:16			00:00:00			00:00:00	SCLADMIN	15.05.2024	08:08:16			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100233695	000001	Z007	1000	5,394.00	0.00	INR		15.05.2024	15.05.2024	2100233898		1040	01	ZSCL01	0004074305					00000		SP	0013000913			B	8	2100233898	000001	2100233898 RHIHRLYSIDING	K	3101	C	15.05.2024	20:22:13			00:00:00			00:00:00	SCLADMIN	15.05.2024	20:22:13			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100234058	000001	Z007	1000	5,402.40	0.00	INR		15.05.2024	15.05.2024	2100234261		1040	01	ZSCL01	0004078895					00000		SP	0013000913			B	8	2100234261	000001	2100234261 RHIHRLYSIDING	K	3101	C	15.05.2024	23:14:59			00:00:00			00:00:00	SCLADMIN	15.05.2024	23:14:59			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100234926	000001	Z007	1000	5,394.00	0.00	INR		16.05.2024	16.05.2024	2100235119		1040	01	ZSCL01	0004085369					00000		SP	0013000913			B	8	2100235119	000001	2100235119 RHIHRLYSIDING	K	3101	C	16.05.2024	09:52:38			00:00:00			00:00:00	SCLADMIN	16.05.2024	09:52:38			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100234966	000001	Z007	1000	5,402.40	0.00	INR		16.05.2024	16.05.2024	2100235159		1040	01	ZSCL01	0004086701					00000		SP	0013000913			B	8	2100235159	000001	2100235159 RHIHRLYSIDING	K	3101	C	16.05.2024	10:29:38			00:00:00			00:00:00	SCLADMIN	16.05.2024	10:29:38			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100235036	000001	Z007	1000	5,407.20	0.00	INR		16.05.2024	16.05.2024	2100235229		1040	01	ZSCL01	0004089325					00000		SP	0013000913			B	8	2100235229	000001	2100235229 RHIHRLYSIDING	K	3101	C	16.05.2024	11:38:37			00:00:00			00:00:00	SCLADMIN	16.05.2024	11:38:37			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100235254	000001	Z007	1000	5,394.00	0.00	INR		16.05.2024	16.05.2024	2100235457		1040	01	ZSCL01	0004094569					00000		SP	0013000913			B	8	2100235457	000001	2100235457 RHIHRLYSIDING	K	3101	C	16.05.2024	14:56:58			00:00:00			00:00:00	SCLADMIN	16.05.2024	14:56:58			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100235271	000001	Z007	1000	5,407.20	0.00	INR		16.05.2024	16.05.2024	2100235474		1040	01	ZSCL01	0004095042					00000		SP	0013000913			B	8	2100235474	000001	2100235474 RHIHRLYSIDING	K	3101	C	16.05.2024	15:10:53			00:00:00			00:00:00	SCLADMIN	16.05.2024	15:10:53			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100236008	000001	Z007	1000	5,402.40	0.00	INR		16.05.2024	16.05.2024	2100236200		1040	01	ZSCL01	0004124254					00000		SP	0013000913			B	8	2100236200	000001	2100236200 RHIHRLYSIDING	K	3101	C	16.05.2024	21:19:48			00:00:00			00:00:00	SCLADMIN	16.05.2024	21:19:48			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100237171	000001	Z007	1000	5,402.40	0.00	INR		17.05.2024	17.05.2024	2100237373		1040	01	ZSCL01	0004132622					00000		SP	0013000913			B	8	2100237373	000001	2100237373 RHIHRLYSIDING	K	3101	C	17.05.2024	09:13:55			00:00:00			00:00:00	SCLADMIN	17.05.2024	09:13:55			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100237244	000001	Z007	1000	5,396.40	0.00	INR		17.05.2024	17.05.2024	2100237456		1040	01	ZSCL01	0004133399					00000		SP	0013000913			B	8	2100237456	000001	2100237456 RHIHRLYSIDING	K	3101	C	17.05.2024	10:13:00			00:00:00			00:00:00	SCLADMIN	17.05.2024	10:13:00			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100238094	000001	Z007	1000	5,396.40	0.00	INR		17.05.2024	17.05.2024	2100238296		1040	01	ZSCL01	0004164324					00000		SP	0013000913			B	8	2100238296	000001	2100238296 RHIHRLYSIDING	K	3101	C	17.05.2024	19:25:20			00:00:00			00:00:00	SCLADMIN	17.05.2024	19:25:20			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100238149	000001	Z007	1000	5,402.40	0.00	INR		17.05.2024	17.05.2024	2100238351		1040	01	ZSCL01	0004167068					00000		SP	0013000913			B	8	2100238351	000001	2100238351 RHIHRLYSIDING	K	3101	C	17.05.2024	19:45:45			00:00:00			00:00:00	SCLADMIN	17.05.2024	19:45:45			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100238641	000001	Z007	1000	5,394.00	0.00	INR		18.05.2024	18.05.2024	2100238833		1040	01	ZSCL01	0004174690					00000		SP	0013000913			B	8	2100238833	000001	2100238833 RHIHRLYSIDING	K	3101	C	18.05.2024	00:23:52			00:00:00			00:00:00	SCLADMIN	18.05.2024	00:23:52			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100239659	000001	Z007	1000	5,407.20	0.00	INR		18.05.2024	18.05.2024	2100239852		1040	01	ZSCL01	0004184821					00000		SP	0013000913			B	8	2100239852	000001	2100239852 RHIHRLYSIDING	K	3101	C	18.05.2024	13:03:44			00:00:00			00:00:00	SCLADMIN	18.05.2024	13:03:44			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100241192	000001	Z007	1000	5,407.20	0.00	INR		19.05.2024	19.05.2024	2100241385		1040	01	ZSCL01	0004214628					00000		SP	0013000913			B	8	2100241385	000001	2100241385 RHIHRLYSIDING	K	3101	C	19.05.2024	03:26:01			00:00:00			00:00:00	SCLADMIN	19.05.2024	03:26:01			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100241789	000001	Z007	1000	5,402.40	0.00	INR		19.05.2024	19.05.2024	2100241981		1040	01	ZSCL01	0004219216					00000		SP	0013000913			B	8	2100241981	000001	2100241981 RHIHRLYSIDING	K	3101	C	19.05.2024	11:14:22			00:00:00			00:00:00	SCLADMIN	19.05.2024	11:14:22			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100242436	000001	Z007	1000	5,394.00	0.00	INR		19.05.2024	19.05.2024	2100242628		1040	01	ZSCL01	0004231288					00000		SP	0013000913			B	8	2100242628	000001	2100242628 RHIHRLYSIDING	K	3101	C	19.05.2024	18:02:18			00:00:00			00:00:00	SCLADMIN	19.05.2024	18:02:18			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100242793	000001	Z007	1000	5,396.40	0.00	INR		19.05.2024	19.05.2024	2100242985		1040	01	ZSCL01	0004236372					00000		SP	0013000913			B	8	2100242985	000001	2100242985 RHIHRLYSIDING	K	3101	C	19.05.2024	20:20:50			00:00:00			00:00:00	SCLADMIN	19.05.2024	20:20:50			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100243051	000001	Z007	1000	5,396.40	0.00	INR		19.05.2024	19.05.2024	2100243244		1040	01	ZSCL01	0004240398					00000		SP	0013000913			B	8	2100243244	000001	2100243244 RHIHRLYSIDING	K	3101	C	19.05.2024	22:49:55			00:00:00			00:00:00	SCLADMIN	19.05.2024	22:49:55			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100243305	000001	Z007	1000	5,407.20	0.00	INR		20.05.2024	20.05.2024	2100243507		1040	01	ZSCL01	0004242337					00000		SP	0013000913			B	8	2100243507	000001	2100243507 RHIHRLYSIDING	K	3101	C	20.05.2024	01:06:11			00:00:00			00:00:00	SCLADMIN	20.05.2024	01:06:11			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100243766	000001	Z007	1000	5,402.40	0.00	INR		20.05.2024	20.05.2024	2100243958		1040	01	ZSCL01	0004245086					00000		SP	0013000913			B	8	2100243958	000001	2100243958 RHIHRLYSIDING	K	3101	C	20.05.2024	07:30:16			00:00:00			00:00:00	SCLADMIN	20.05.2024	07:30:16			00:00:00		C				0.00	IN	IN		5,402.40	0.00	5,402.40	0.00	0.00	0.00
700	2100243996	000001	Z007	1000	5,407.20	0.00	INR		20.05.2024	20.05.2024	2100244188		1040	01	ZSCL01	0004247229					00000		SP	0013000913			B	8	2100244188	000001	2100244188 RHIHRLYSIDING	K	3101	C	20.05.2024	10:36:38			00:00:00			00:00:00	SCLADMIN	20.05.2024	10:36:38			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100244966	000001	Z007	1000	5,394.00	0.00	INR		20.05.2024	20.05.2024	2100245158		1040	01	ZSCL01	0004291170					00000		SP	0013000913			B	8	2100245158	000001	2100245158 RHIHRLYSIDING	K	3101	C	20.05.2024	20:32:06			00:00:00			00:00:00	SCLADMIN	20.05.2024	20:32:06			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100245963	000001	Z007	1000	5,396.40	0.00	INR		21.05.2024	21.05.2024	2100246158		1040	01	ZSCL01	0004299048					00000		SP	0013000913			B	8	2100246158	000001	2100246158 RHIHRLYSIDING	K	3101	C	21.05.2024	05:10:44			00:00:00			00:00:00	SCLADMIN	21.05.2024	05:10:44			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100245986	000001	Z007	1000	5,396.40	0.00	INR		21.05.2024	21.05.2024	2100246181		1040	01	ZSCL01	0004299146					00000		SP	0013000913			B	8	2100246181	000001	2100246181 RHIHRLYSIDING	K	3101	C	21.05.2024	05:22:28			00:00:00			00:00:00	SCLADMIN	21.05.2024	05:22:28			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100246133	000001	Z007	1000	5,407.20	0.00	INR		21.05.2024	21.05.2024	2100246328		1040	01	ZSCL01	0004300076					00000		SP	0013000913			B	8	2100246328	000001	2100246328 RHIHRLYSIDING	K	3101	C	21.05.2024	07:34:02			00:00:00			00:00:00	SCLADMIN	21.05.2024	07:34:02			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
700	2100246858	000001	Z007	1000	5,396.40	0.00	INR		21.05.2024	21.05.2024	2100247053		1040	01	ZSCL01	0004319440					00000		SP	0013000913			B	8	2100247053	000001	2100247053 RHIHRLYSIDING	K	3101	C	21.05.2024	15:58:21			00:00:00			00:00:00	SCLADMIN	21.05.2024	15:58:21			00:00:00		C				0.00	IN	IN		5,396.40	0.00	5,396.40	0.00	0.00	0.00
700	2100248641	000001	Z007	1000	5,394.00	0.00	INR		22.05.2024	22.05.2024	2100248836		1040	01	ZSCL01	0004341870					00000		SP	0013000913			B	8	2100248836	000001	2100248836 RHIHRLYSIDING	K	3101	C	22.05.2024	09:08:16			00:00:00			00:00:00	SCLADMIN	22.05.2024	09:08:16			00:00:00		C				0.00	IN	IN		5,394.00	0.00	5,394.00	0.00	0.00	0.00
700	2100249876	000001	Z007	1000	5,407.20	0.00	INR		22.05.2024	22.05.2024	2100250071		1040	01	ZSCL01	0004379150					00000		SP	0013000913			B	8	2100250071	000001	2100250071 RHIHRLYSIDING	K	3101	C	22.05.2024	21:22:58			00:00:00			00:00:00	SCLADMIN	22.05.2024	21:22:58			00:00:00		C				0.00	IN	IN		5,407.20	0.00	5,407.20	0.00	0.00	0.00
