SESSION|QS4/700 located at connection[0] session[0]|user=QNOVATE8
TABLE|VTTK
TITLE|Data Browser: Table VTTK Select Entries        200
SBAR|Selection restricted to 200 hits
ALV|rows=200|cols=149
HDR|MANDT	TKNUM	VBTYP	SHTYP	TPLST	ERNAM	ERDAT	ERZET	AENAM	AEDAT	AEZET	STERM	ABFER	ABWST	BFART	VSART	VSAVL	VSANL	LAUFK	VSBED	ROUTE	SIGNI	EXTI1	EXTI2	TPBEZ	STDIS	DTDIS	UZDIS	STREG	DPREG	UPREG	DAREG	UAREG	STLBG	DPLBG	UPLBG	DALBG	UALBG	STLAD	DPLEN	UPLEN	DALEN	UALEN	STABF	DPABF	UPABF	DTABF	UZABF	STTBG	DPTBG	UPTBG	DATBG	UATBG	STTEN	DPTEN	UPTEN	DATEN	UATEN	STTRG	TDLNR	TERNR	PKSTK	DTMEG	DTMEV	DISTZ	MEDST	FAHZT	GESZT	MEIZT	STAFO	FBSTA	FBGST	ARSTA	ARGST	STERM_DONE	VSE_FRK	KKALSM	SDABW	FRKRL	GESZTD	FAHZTD	GESZTDA	FAHZTDA	ROCPY_DONE	HANDLE	TSEGFL	TSEGTP	ADD01	ADD02	ADD03	ADD04	TEXT1	TEXT2	TEXT3	TEXT4	PROLI	DGTLOCK	DGMDDAT	CONT_DG	WARZTD	WARZTDA	AULWE	TNDRST	TNDRRC	TNDR_TEXT	TNDRDAT	TNDRZET	TNDR_MAXP	TNDR_MAXC	TNDR_ACTP	TNDR_ACTC	TNDR_CARR	TNDR_CRNM	TNDR_TRKID	TNDR_EXPD	TNDR_EXPT	TNDR_ERPD	TNDR_ERPT	TNDR_LTPD	TNDR_LTPT	TNDR_ERDD	TNDR_ERDT	TNDR_LTDD	TNDR_LTDT	TNDR_LDLG	TNDR_LDLU	KZHULFR	ALLOWED_TWGT	VLSTK	VERURSYS	CM_IDENT	CM_SEQUENCE	EXT_FREIGHT_ORD	EXT_TM_SYS	/BEV1/RPFAR1	/BEV1/RPFAR2	/BEV1/RPMOWA	/BEV1/RPANHAE	/BEV1/RPFLGNR	/VSO/R_STATUS	ZZVEHICLE_NO	ZZDRIVER_NO	ZZDRIVER_NAME	ZZGROSS_WT	ZZNET_WT	ZZTARE_WT	ZZLR_GR_NO	ZZDRIVERMOB	ZZLR_GR_DATE	
ROW80|700	9102256449	8	YZ01	4494	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E14880					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	41	KM									X					0	13800	0	0	X	2vgI6G5N7z6BcDr{pSMUZm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH24AB8561			0.000	0.000	0.000				
ROW81|700	9102256450	8	YZ01	6651	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E25400					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	4	KM									X					0	900	0	0	X	2vgI6G5N7z6BcDs6qUZUbm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR06GB4619			0.000	0.000	0.000				
ROW82|700	9102256456	8	YZ01	5037	SCLADMIN	31.03.2026	11:20:29			00:00:00	1	1	1	1	01			4		E10986					X	31.03.2026	11:20:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	5	KM									X					0	1200	0	0	X	nqCtqNQw7z6BcB30VUTeHm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR23D2903			0.000	0.000	0.000				
ROW83|700	9102256458	8	YZ01	3819	SCLADMIN	31.03.2026	11:20:30			00:00:00	1	1	1	1	01			4		E58456					X	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	nqCtqNQw7z6BcB3NXE48Km		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH18BG1539			0.000	0.000	0.000				
ROW84|700	9102256459	8	YZ01	3819	SCLADMIN	31.03.2026	11:30:29			00:00:00	1	1	1	1	01			4		E58456					X	31.03.2026	11:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	15	KM									X					0	3600	0	0	X	nqCtqNQw7z6BcDrr97yHP0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH12TV0323			0.000	0.000	0.000				
ROW85|700	9102256460	8	YZ01	6481	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E53507					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	41	KM									X					0	13800	0	0	X	nqCtqNQw7z6BcDs9{MAHS0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		AP39UJ3428			0.000	0.000	0.000				
ROW86|700	9102256463	8	YZ01	4439	SCLADMIN	31.03.2026	11:20:30			00:00:00	1	1	1	1	01			4		E50642					X	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	3V2DFZPl7{6BcB33XL3HSW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA22AA3254			0.000	0.000	0.000				
ROW87|700	9102256464	8	YZ01	8092	SCLADMIN	31.03.2026	11:20:30			00:00:00	1	1	1	1	01			4		E25378					X	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	42	KM									X					0	14000	0	0	X	3V2DFZPl7{6BcB3GztyHW0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR01AH3805			0.000	0.000	0.000				
ROW88|700	9102256466	8	YZ01	4440	SCLADMIN	31.03.2026	11:20:30			00:00:00	1	1	1	1	01			4		E55455					X	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	3V2DFZPl7{6BcB3RUtvHX0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		KA25B2367			0.000	0.000	0.000				
ROW89|700	9102256467	8	YZ01	5920	SCLADMIN	31.03.2026	11:20:31			00:00:00	1	1	1	1	01			4		E11021					X	31.03.2026	11:20:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	3V2DFZPl7{6BcB3XiwvHYm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR02AJ6199			0.000	0.000	0.000				
ROW90|700	9102256469	8	YZ01	5037	SCLADMIN	31.03.2026	11:30:29			00:00:00	1	1	1	1	01			4		E10986					X	31.03.2026	11:30:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	5	KM									X					0	1200	0	0	X	3V2DFZPl7z6BcDruQ}F1zW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR23D2903			0.000	0.000	0.000				
ROW91|700	9102256471	8	YZ01	4590	SCLADMIN	31.03.2026	11:20:29			00:00:00	1	1	1	1	01			4		E22404					X	31.03.2026	11:20:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:20:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	49	KM									X					0	15700	0	0	X	Y}BlgXPD7z6BcB2{VFbh0m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP42BQ1914			0.000	0.000	0.000				
ROW92|700	9102256475	8	YZ01	5373	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E24925					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcDrq9OcMAW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		BR29GC0351			0.000	0.000	0.000				
ROW93|700	9102256477	8	YZ01	8068	SCLADMIN	31.03.2026	11:30:31			00:00:00	1	1	1	1	01			4		E47055					X	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	62	KM									X					0	22800	0	0	X	Y}BlgXPD7z6BcDsKmSVME0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65D8900			0.000	0.000	0.000				
ROW94|700	9102256480	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcDsd3myMGm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP27AA5224			0.000	0.000	0.000				
ROW95|700	9102256482	8	YZ01	5942	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E53347					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	3V2DFZPl7z6BcDsHZpY210		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		AP39TX5647			0.000	0.000	0.000				
ROW96|700	9102256483	8	YZ01	6858	SCLADMIN	31.03.2026	11:30:31			00:00:00	1	1	1	1	01			4		E22895					X	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	22	KM									X					0	5200	0	0	X	3V2DFZPl7z6BcDsLpG722m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP65BT7302			0.000	0.000	0.000				
ROW97|700	9102256484	8	YZ01	8068	SCLADMIN	31.03.2026	11:30:31			00:00:00	1	1	1	1	01			4		E47074					X	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	49	KM									X					0	15700	0	0	X	3V2DFZPl7z6BcDs8zoA20W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65D8900			0.000	0.000	0.000				
ROW98|700	9102256485	8	YZ01	6480	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E53488					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	4	KM									X					0	900	0	0	X	3V2DFZPl7z6BcDseGRC26W		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		AP31TD8829			0.000	0.000	0.000				
ROW99|700	9102256486	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	3V2DFZPl7z6BcDsj0cE28m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25CT5135			0.000	0.000	0.000				
ROW100|700	9102256491	8	YZ01	5920	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E11021					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	12	KM									X					0	2800	0	0	X	2vgI6G5N7z6BcDrwaOcUZW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR928422			0.000	0.000	0.000				
ROW101|700	9102256492	8	YZ01	5001	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E10673					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	11	KM									X					0	2600	0	0	X	2vgI6G5N7z6BcDsB309Ue0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		HR37F9800			0.000	0.000	0.000				
ROW102|700	9102256493	8	YZ01	6820	SCLADMIN	31.03.2026	11:30:30			00:00:00	1	1	1	1	01			4		E10051					X	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	2vgI6G5N7z6BcDsFK3nUe0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB10EE3754			0.000	0.000	0.000				
ROW103|700	9102256494	8	YZ01	3819	SCLADMIN	31.03.2026	11:30:31			00:00:00	1	1	1	1	01			4		E58465					X	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	2vgI6G5N7z6BcDsNzaJUhG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH15GV5357			0.000	0.000	0.000				
ROW104|700	9102256497	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	2vgI6G5N7z6BcDsbmwSUkW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25CX0012			0.000	0.000	0.000				
ROW105|700	9102256498	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	2vgI6G5N7z6BcDsgZczUoG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25Z0887			0.000	0.000	0.000				
ROW106|700	9102256499	8	YZ01	8068	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E47074					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	49	KM									X					0	15700	0	0	X	2vgI6G5N7z6BcDsJ}4wUfG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65A5647			0.000	0.000	0.000				
ROW107|700	9102256503	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:31			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:31			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	nqCtqNQw7z6BcDsVxguHU0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP42T1956			0.000	0.000	0.000				
ROW108|700	9102256504	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	nqCtqNQw7z6BcDsfS0OHWG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25CT8579			0.000	0.000	0.000				
ROW109|700	9102256505	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	nqCtqNQw7z6BcDsk975HX0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25BT4071			0.000	0.000	0.000				
ROW110|700	9102256511	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcDshp9bMHm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25CC4543			0.000	0.000	0.000				
ROW111|700	9102256512	8	YZ01	4585	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E17400					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	2400	0	0	X	Y}BlgXPD7z6BcDsmH8PMIG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP25DD0378			0.000	0.000	0.000				
ROW112|700	9102256513	8	YZ01	8068	SCLADMIN	31.03.2026	11:30:32			00:00:00	1	1	1	1	01			4		E47067					X	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:30:32			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	23	KM									X					0	5500	0	0	X	Y}BlgXPD7z6BcDsqodlMIm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB65D4752			0.000	0.000	0.000				
ROW113|700	9102256528	8	YZ01	6820	SCLADMIN	31.03.2026	11:40:29			00:00:00	1	1	1	1	01			4		E10042					X	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	21	KM									X					0	5000	0	0	X	2vgI6G5N7z6BcGegLYE0fG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB04AA3055			0.000	0.000	0.000				
ROW114|700	9102256536	8	YZ01	6457	SCLADMIN	31.03.2026	11:50:29			00:00:00	1	1	1	1	01			4		E46528					X	31.03.2026	11:50:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	61	KM									X					0	22600	0	0	X	nqCtqNQw7{6BcJRb6qR86m		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB61AA6307			0.000	0.000	0.000				
ROW115|700	9102256537	8	YZ01	6835	SCLADMIN	31.03.2026	11:50:30			00:00:00	1	1	1	1	01			4		E35269					X	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	nqCtqNQw7{6BcJRfa{Q87G		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01LAL8117			0.000	0.000	0.000				
ROW116|700	9102256538	8	YZ01	3819	SCLADMIN	31.03.2026	11:50:30			00:00:00	1	1	1	1	01			4		E58465					X	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	35	KM									X					0	12400	0	0	X	nqCtqNQw7{6BcJRjwob880		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		MH18CK8283			0.000	0.000	0.000				
ROW117|700	9102256546	8	YZ01	6837	SCLADMIN	31.03.2026	11:40:29			00:00:00	1	1	1	1	01			4		E35303					X	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	10	KM									X					0	40000	0	0	X	3V2DFZPl7z6BcGeiZsVILG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		DL01MB0967			0.000	0.000	0.000				
ROW118|700	9102256548	8	YZ01	4641	SCLADMIN	31.03.2026	11:40:30			00:00:00	1	1	1	1	01			4		E37760					X	31.03.2026	11:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	28	KM									X					0	40000	0	0	X	3V2DFZPl7z6BcGevjxfILW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UA08F9785			0.000	0.000	0.000				
ROW119|700	9102256550	8	YZ01	4617	SCLADMIN	31.03.2026	11:50:30			00:00:00	1	1	1	1	01			4		E17745					X	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:50:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	45	KM									X					0	14800	0	0	X	3V2DFZPl7z6BcJRinMGVhW		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP30H3440			0.000	0.000	0.000				
ROW120|700	9102256553	8	YZ01	6457	SCLADMIN	31.03.2026	11:40:29			00:00:00	1	1	1	1	01			4		E46506					X	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	39	KM									X					0	13300	0	0	X	Y}BlgXPD7{6BcGehRNbCk0		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		WB61A7292			0.000	0.000	0.000				
ROW121|700	9102256554	8	YZ01	5176	SCLADMIN	31.03.2026	11:40:29			00:00:00	1	1	1	1	01			4		E08599					X	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:29			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	63	KM									X					0	23100	0	0	X	Y}BlgXPD7{6BcGeclcVCjm		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		PB03BU0147			0.000	0.000	0.000				
ROW122|700	9102256555	8	YZ01	6827	SCLADMIN	31.03.2026	11:40:30			00:00:00	1	1	1	1	01			4		E40157					X	31.03.2026	11:40:30			00:00:00		00:00:00			00:00:00		00:00:00			00:00:00		00:00:00	X		00:00:00	31.03.2026	11:40:30			00:00:00		00:00:00			00:00:00		00:00:00	5	0013000911			KG	CDM	6	KM									X					0	40000	0	0	X	Y}BlgXPD7{6BcGeqF77CkG		WSHDRSTDTR													0	0						00:00:00									00:00:00		00:00:00		00:00:00		00:00:00		00:00:00				0				0000							00000		UP24D2821			0.000	0.000	0.000				
