17.09.2026              Dynamic List Display                                                                        1


	VBELN	ERNAM	ERDAT	VSTEL	LFART	INCO1	ROUTE	LIFSK	KUNNR	WADAT_IST	WERKS	SDABW	WBSTK	ZZVBELN

	9004948278	SCLADMIN	10.08.2026	1000	ZNL	FOR	P39476		P1000	10.08.2026	1000		C
	9004948279	S017628	10.08.2026	1045	ZNP	FTB	Q32745		0020226473	10.08.2026			C
	9004948280	SH01688	10.08.2026	6784	ZNP	FTB	D41484		0020265430	10.08.2026		SP01	C
	9004948281	S016099	10.08.2026	1009	ZNP	FTB	Q10277		0020016425	10.08.2026			C
	9004948282	S021486	10.08.2026	1070	ZNP	FTB	Q37181		0020367324	10.08.2026			C
	9004948283	SH00890	10.08.2026	3980	ZNP	EXP	E74316		0020377427	10.08.2026		SP01	C
	9004948284	S015347	10.08.2026	1041	ZNP	FTB	Q25013		0020158896
	9004948285	S017628	10.08.2026	1045	ZNP	FTB	Q32745		0020226473	10.08.2026			C
	9004948286	SH00515	10.08.2026	5357	ZNP	FTB	E38890		0020343882	10.08.2026		SP05	C
	9004948287	SH00488	10.08.2026	6789	ZNP	FTB	D41601		0011042657	10.08.2026		SP01	C
	9004948288	S020715	10.08.2026	1005	ZNL	FTB	Q00677		P6846	10.08.2026	6846		C
	9004948289	S015347	10.08.2026	1041	ZNP	FTB	Q25013		0020158896
	9004948290	SH01291	10.08.2026	6835	ZNP	FTP	E35271		0020357783	10.08.2026		SP08	C
	9004948291	SH01780	10.08.2026	3840	ZNP	FTB	Q44132		0020318441	10.08.2026		SP03	C
	9004948292	S013608	10.08.2026	1041	ZNP	FTB	Q24645		0040078690				A
	9004948293	S023173	10.08.2026	2124	ZRMC	FTB	RT0001		0020369185	10.08.2026			C
	9004948294	SH01728	10.08.2026	8013	ZLF	EXP	E40847		0020317482	10.08.2026		SP05	C
	9004948295	S013608	10.08.2026	1041	ZNP	FTB	Q25176		0040015616				A
	9004948296	SH00847	10.08.2026	4454	ZNP	FTP	E55405		0020324308	10.08.2026		SP01	C
	9004948297	S016099	10.08.2026	1009	ZNP	FTB	Q10277		0020016425	10.08.2026			C
	9004948298	S016099	10.08.2026	1009	ZNP	FTB	Q10277		0020016425	10.08.2026			C
	9004948299	S016099	10.08.2026	1009	ZNP	FTB	Q10277		0020016425
	9004948300	S016099	10.08.2026	1009	ZNP	FTB	Q10277		0020016425
	9004948301	S013608	10.08.2026	1041	ZNP	FTB	Q24644		0020118780				A
	9004948302	S017789	10.08.2026	1004	ZNL	FTB	P39450		P1004	10.08.2026	1004		C
	9004948303	S004153	10.08.2026	1000	ZNP	FTB	Q76008		0020377498	10.08.2026			C
	9004948304	SH01831	10.08.2026	8276	ZNP	FTP	E83724		0011093610	10.08.2026		SP01	C
	9004948305	S004813	10.08.2026	7723	ZLF	FTB	E20269		0011019235	10.08.2026		SP09	C
	9004948306	S015347	10.08.2026	1041	ZNP	FTB	Q24631		0020377058	10.08.2026			C
	9004948307	S013608	10.08.2026	1041	ZNP	FTB	Q24754		0020275828	10.08.2026			C
	9004948308	S013608	10.08.2026	1041	ZNP	FTB	Q24628		0020317013	10.08.2026			C
	9004948309	S021852	10.08.2026	2115	ZRMC	FTB	RT0001		0020359054	10.08.2026			C
	9004948310	SCLADMIN	10.08.2026	2107	ZRMC	FTB	RT0001		0020339379	10.08.2026			C
	9004948311	S015347	10.08.2026	1041	ZNP	FTB	Q24631		0020377058	10.08.2026			C
	9004948312	S013608	10.08.2026	1041	ZNP	FTB	Q24754		0020275795	10.08.2026			C
	9004948313	S004153	10.08.2026	1000	ZLF	FTB	Q26506		0020165199	10.08.2026			C
	9004948314	SH00890	10.08.2026	3980	ZNP	EXP	E74316		0020377427	10.08.2026		SP01	C
	9004948315	S022783	10.08.2026	1044	ZLF	FTB	Q30079		0020361762				A
	9004948316	S022783	10.08.2026	1044	ZLF	FTB	Q30079		0020361762
	9004948317	S020715	10.08.2026	1005	ZNP	FTB	Q09277		0020296020				A
	9004948318	SH01728	10.08.2026	8013	ZLF	EXP	E40847		0020317482	10.08.2026		SP05	C
	9004948319	SH01413	10.08.2026	6081	ZNP	FTB	E39549		0020353570	10.08.2026		SP01	C
	9004948320	S015508	10.08.2026	1012	ZNP	FTB	Q12157		0020308503
	9004948321	S015508	10.08.2026	1012	ZLF	FTB	Q12306		0020076324				A
	9004948322	SH01367	10.08.2026	6823	ZNP	FTB	E49361		0011073357	10.08.2026		SP01	C
	9004948323	SH01583	10.08.2026	6113	ZNP	EXP	E39573		0011081848	10.08.2026		SP01	C
	9004948324	SCLADMIN	10.08.2026	2102	ZRMC	FTB	RT0001		0020280600	10.08.2026			C
	9004948325	S020769	10.08.2026	5415	ZNP	FTB	Q29883		0020145573
	9004948326	S020769	10.08.2026	1301	ZLF	EXW	P16498		0011068398
	9004948327	SH00890	10.08.2026	3980	ZNP	EXP	E74316		0020377427	10.08.2026		SP01	C
	9004948328	S013608	10.08.2026	1041	ZNP	FTB	Q24628		0020311774				A
	9004948329	S021585	10.08.2026	7683	ZLF	FTB	E36889		0020322459	10.08.2026		SP09	C
	9004948330	S020414	10.08.2026	1004	ZLF	FTB	Q08151		0020355120				A
	9004948331	SH01795	10.08.2026	3855	ZNP	FTP	E60449		0020353196	10.08.2026		SP01	C
	9004948332	SH01780	10.08.2026	3840	ZNP	FTB	E59328		0020370919	10.08.2026		SP03	C
	9004948333	S004614	10.08.2026	1073	ZNP	FTB	Q21894		0011020151	10.08.2026			C
	9004948334	SH01831	10.08.2026	8276	ZNP	FTP	E83724		0011093610	10.08.2026		SP01	C
	9004948335	S018137	10.08.2026	1010	ZNP	FTB	Q15857		0020199991	10.08.2026			C
	9004948336	SH01583	10.08.2026	6113	ZNP	EXP	E39572		0011068567	10.08.2026		SP01	C
	9004948337	S013355	10.08.2026	1041	ZLF	FTB	Q25184		0020280360	10.08.2026			C
	9004948338	SH01627	10.08.2026	4385	ZNP	FTP	E15100		0020329770	10.08.2026		SP01	C
	9004948339	SH01574	10.08.2026	4433	ZNP	FTP	E23450		0020256640	10.08.2026		SP01	C
	9004948340	S004614	10.08.2026	1073	ZNL	FTB	Q41177		P3819	10.08.2026	3819		C
	9004948341	S018965	10.08.2026	1002	ZLF	FTB	Q40956		0011107825	10.08.2026		RLOP	C
	9004948342	S020414	10.08.2026	1004	ZLF	FTB	Q08132		0011098454				A
	9004948343	S004614	10.08.2026	1073	ZNL	FTB	Q41177		P3819	10.08.2026	3819		C
	9004948344	SCLADMIN	10.08.2026	2126	ZRMC	FTB	RT0001		0011103489	10.08.2026			C
	9004948345	S020414	10.08.2026	1004	ZLF	FTB	Q08132		0011072413				A
	9004948346	SH01728	10.08.2026	8013	ZLF	EXP	E40847		0020317482	10.08.2026		SP05	C
	9004948347	SH01589	10.08.2026	6120	ZNP	FTB	D49136		0020361679	10.08.2026		SP01	C
	9004948348	SH01660	10.08.2026	4098	ZNP	FTP	E23124		0020135386	10.08.2026		SP01	C
	9004948349	S020414	10.08.2026	1004	ZNP	FTB	Q08195		0020021843
	9004948350	S020414	10.08.2026	1004	ZNP	FTB	Q08215		0020008123
	9004948351	SH01583	10.08.2026	6113	ZNP	EXP	E39572		0011068567	10.08.2026		SP01	C
	9004948352	SH01413	10.08.2026	6081	ZNP	FTB	E39549		0020353570	10.08.2026		SP01	C
	9004948353	SH01644	10.08.2026	6833	ZNP	FTB	E40329		0020283529	10.08.2026		SP01	C
	9004948354	SH01627	10.08.2026	4385	ZNP	FTP	E15100		0020329770	10.08.2026		SP01	C
	9004948355	S015347	10.08.2026	1041	ZNP	FTB	Q24856		0020275826	10.08.2026			C
	9004948356	SCLADMIN	10.08.2026	1000	ZNL	FOR	P39476		P1000	10.08.2026	1000		C
	9004948357	SCLADMIN	10.08.2026	1000	ZNL	FOR	P39476		P1000	10.08.2026	1000		C
	9004948358	SCLADMIN	10.08.2026	1000	ZNL	FOR	P39476		P1000	10.08.2026	1000		C
	9004948359	SH00359	10.08.2026	4644	ZNP	FTP	E37808		0020313632	10.08.2026		SP01	C
	9004948360	SH01780	10.08.2026	3840	ZNP	FTB	E59329		0040100636	10.08.2026		SP03	C
	9004948361	SH01644	10.08.2026	6833	ZNP	FTB	E40326		0020377124	10.08.2026		SP01	C
	9004948362	SH01575	10.08.2026	6425	ZNP	FTB	D27628		0020285809	10.08.2026		SP01	C
	9004948363	SH00869	10.08.2026	4061	ZNP	FTP	E16348		0011045254	10.08.2026		SP02	C
	9004948364	S020972	10.08.2026	1071	ZNP	FTB	Q38127		0020373688	10.08.2026			C
	9004948365	S001520	10.08.2026	3791	ZNP	FTB	E55792		0020352165	10.08.2026		SP01	C
	9004948366	S021139	10.08.2026	1046	ZLF	FTB	Q38829		0020355560	10.08.2026			C
	9004948367	S021139	10.08.2026	1046	ZLF	FTB	Q39222		0011112605				A
	9004948368	SH01449	10.08.2026	6170	ZNP	FTP	E53377		0020327835	10.08.2026		SP01	C
	9004948369	S004153	10.08.2026	1000	ZNP	FTB	P68385		0020045813				A
	9004948370	S021486	10.08.2026	1070	ZNL	EXP	P21895		P4375	10.08.2026	4375		C
	9004948371	SH01701	10.08.2026	8274	ZNP	EXP	E84457		0040041349	10.08.2026		SP02	C
	9004948372	SH01420	10.08.2026	4925	ZNP	EXP	E38020		0020376844	10.08.2026		SP01	C
	9004948373	SH00890	10.08.2026	4580	ZNP	EXP	E22297		0020292291	10.08.2026		SP01	C
	9004948374	SH01413	10.08.2026	6081	ZNP	FTB	E95325		0020376402	10.08.2026		SP01	C
	9004948375	S004614	10.08.2026	1073	ZNP	FTB	Q21456		0020312628	11.08.2026			C
	9004948376	SH01660	10.08.2026	4098	ZNP	FTP	E23124		0020135386	10.08.2026		SP01	C
	9004948377	S004614	10.08.2026	1073	ZNP	FTB	Q21456		0020312628	11.08.2026			C
	9004948378	S022730	10.08.2026	1012	ZNP	FTB	Q10657		0011042973				A
	9004948379	SH01615	10.08.2026	8068	ZNP	FTP	E47044		0020084152	10.08.2026		SP02	C
	9004948380	S022730	10.08.2026	1012	ZNP	FTB	Q10967		0011016000	10.08.2026			C
	9004948381	S022730	10.08.2026	1012	ZNP	FTB	Q10967		0011016000	10.08.2026			C
	9004948382	S022730	10.08.2026	1012	ZNP	FTB	Q10967		0011016000				A
	9004948383	S020415	10.08.2026	1004	ZNP	FTB	P36224		0011096199				A
	9004948384	S015347	10.08.2026	1041	ZNP	FTB	Q25033		0020312138	10.08.2026			C
	9004948385	S016099	10.08.2026	1009	ZNP	FTB	Q10435		0020215565	10.08.2026			C
	9004948386	S016099	10.08.2026	1009	ZNP	FTB	Q10563		0020212030	10.08.2026			C
	9004948387	S020415	10.08.2026	1004	ZNP	FTB	P98915		0020021717				A
	9004948388	S016099	10.08.2026	1009	ZNP	FTB	Q10340		0011021952
	9004948389	S016577	10.08.2026	1002	ZLF	FTB	Q28204		0020367222	10.08.2026			C
	9004948390	S020641	10.08.2026	2101	ZRMC	FTB	RT0001		0011090429	10.08.2026			C
	9004948391	S017628	10.08.2026	1045	ZNP	FTB	Q44326		0011019219	10.08.2026			C
	9004948392	S015347	10.08.2026	1041	ZNP	FTB	R41826		0020370733	10.08.2026			C
	9004948393	SH01728	10.08.2026	8013	ZNP	EXP	E40845		0020332868	10.08.2026		SP05	C
	9004948394	SH00515	10.08.2026	5357	ZNP	FTB	E38890		0020374501	10.08.2026		SP05	C
	9004948395	S020769	10.08.2026	5415	ZNL	FTB	Q05052		P8066	10.08.2026	8066		C
	9004948396	S020769	10.08.2026	1301	ZLF	EXW	P16498		0011068398	10.08.2026			C
	9004948397	S016577	10.08.2026	1002	ZLF	FTB	Q28185		0020333074				A
	9004948398	S020715	10.08.2026	1005	ZNL	FTB	Q00673		P6842		6842		A
	9004948399	S016577	10.08.2026	1002	ZLF	FTB	Q28069		0020341434	11.08.2026			C
	9004948400	S020972	10.08.2026	1071	ZNL	EXP	P54730		P4412	10.08.2026	4412		C
	9004948401	S020972	10.08.2026	1071	ZNL	EXP	P54730		P4412	10.08.2026	4412		C
	9004948402	SH01292	10.08.2026	8004	ZNP	FTP	E35507		0020372945	10.08.2026		SP01	C
	9004948403	SH01420	10.08.2026	4925	ZNP	EXP	E38020		0020376844	10.08.2026		SP01	C
	9004948404	SH01757	10.08.2026	3912	ZNP	FTB	E64180		0011053532	10.08.2026		SP01	C
	9004948405	SH01554	10.08.2026	4450	ZNP	FTP	E50699		0020270816	10.08.2026		SP01	C
	9004948406	SH01292	10.08.2026	8004	ZNP	FTP	E35507		0020277915	10.08.2026		SP08	C
	9004948407	SCLADMIN	10.08.2026	1000	ZNL	FOR	P39476		P1000	10.08.2026	1000		C
	9004948408	SH01670	10.08.2026	6753	ZNP	FTP	E09996		0011030749	10.08.2026		SP01	C
	9004948409	SH01795	10.08.2026	3855	ZNP	FTB	E60466		0020236778	10.08.2026		SP01	C
	9004948410	S023496	10.08.2026	1002	ZLF	FTB	Q27863		0020376783				A
	9004948411	S023496	10.08.2026	1002	ZLF	FTB	Q27873		0020376988				A
	9004948412	SH01292	10.08.2026	8004	ZNP	FTP	E35507		0020277915	10.08.2026		SP08	C
	9004948413	S023496	10.08.2026	1002	ZLF	FTB	Q27746		0020373693				A
	9004948414	S023496	10.08.2026	1002	ZLF	FTB	Q27873		0020373031				A
	9004948415	S023496	10.08.2026	1002	ZLF	FTB	Q27862		0020299252	10.08.2026			C
	9004948416	S020414	10.08.2026	1004	ZLF	FTB	Q08107		0020047204	11.08.2026			C
	9004948417	SH00890	10.08.2026	4580	ZNP	EXP	E22272		0040091753	10.08.2026		SP07	C
	9004948418	S018209	10.08.2026	1070	ZNL	EXP	P21870		P4350	10.08.2026	4350		C
	9004948419	SH00869	10.08.2026	4061	ZNP	FTP	E16366		0011108576	10.08.2026		SP02	C
	9004948420	S018209	10.08.2026	1070	ZNL	EXP	P21968		P4423	10.08.2026	4423		C
	9004948421	SH00515	10.08.2026	5357	ZNP	FTB	E38894		0020091019	10.08.2026		SP05	C
	9004948422	S000855	10.08.2026	1003	ZLF	FTB	Q07171		0020331662	10.08.2026			C
	9004948423	S000855	10.08.2026	1003	ZLF	FTB	Q07172		0011027814	10.08.2026			C
	9004948424	S017789	10.08.2026	1004	ZNL	FTB	P39450		P1004	10.08.2026	1004		C
	9004948425	SH01606	10.08.2026	6963	ZNP	FTB	E79366		0020367645	10.08.2026		SP01	C
	9004948426	SH01295	10.08.2026	6838	ZNP	FTP	E35322		0011018647	10.08.2026		SP08	C
	9004948427	SH01092	10.08.2026	6786	ZNP	FTB	D41521		0011044867	10.08.2026		SP01	C
	9004948428	S015347	10.08.2026	1041	ZNP	FTB	Q24854		0020112512	10.08.2026			C
	9004948429	S020769	10.08.2026	5415	ZNL	FTB	E64945		P3910	10.08.2026	3910		C
	9004948430	S020769	10.08.2026	1301	ZLF	EXW	P16498		0011068398	10.08.2026			C
	9004948431	S021486	10.08.2026	1070	ZNL	EXP	P21895		P4375		4375		A
	9004948432	SCLADMIN	10.08.2026	2107	ZRMC	FTB	RT0001		0020339379	10.08.2026			C
	9004948433	S020715	10.08.2026	1005	ZNL	FTB	Q00668		P6837		6837		A
	9004948434	SH01795	10.08.2026	3855	ZNP	FTB	E60466		0020236778	10.08.2026		SP01	C
	9004948435	S023496	10.08.2026	1002	ZNP	FTB	Q27813		0020339918	10.08.2026			C
	9004948436	SH01701	10.08.2026	8274	ZNP	EXP	E84457		0040041349	10.08.2026		SP02	C
	9004948437	SH01811	10.08.2026	3905	ZNP	FTB	E61432		0020354901	10.08.2026		SP01	C
	9004948438	SH01295	10.08.2026	6838	ZNP	FTP	E35322		0011018647	10.08.2026		SP08	C
	9004948439	SH01589	10.08.2026	6120	ZNP	FTB	D49130		0020014084	10.08.2026		SP01	C
	9004948440	SCLADMIN	10.08.2026	2131	ZRMC	FTB	RT0001		0020361416	10.08.2026			C
	9004948441	SH01747	10.08.2026	3749	ZNP	FTB	E24522		0020274685	10.08.2026		SP01	C
	9004948442	S011327	10.08.2026	1005	ZNP	FTB	Q09103		0020306382	10.08.2026			C
	9004948443	S023173	10.08.2026	2124	ZRMC	FTB	RT0001		0020369185	10.08.2026			C
	9004948444	SH01728	10.08.2026	8013	ZNP	EXP	E40845		0020332868	10.08.2026		SP05	C
	9004948445	S011327	10.08.2026	1005	ZNP	FTB	Q09103		0020306382	10.08.2026			C
	9004948446	SCLADMIN	10.08.2026	2108	ZRMC	FTB	RT0001		0020244699	10.08.2026			C
	9004948447	SH01786	10.08.2026	3836	ZNP	FTB	E95459		0020376376	10.08.2026		SP01	C
	9004948448	S004154	10.08.2026	1304	ZNP	FTB	Q13648		0020377501
	9004948449	SH00890	10.08.2026	4580	ZNP	EXP	E22293		0011024800	10.08.2026		SP01	C
	9004948450	S021486	10.08.2026	1070	ZLF	FTB	Q36592		0020376512	10.08.2026			C
	9004948451	SH01670	10.08.2026	6753	ZNP	FTP	E09996		0011030749	10.08.2026		SP01	C
	9004948452	SH01757	10.08.2026	3912	ZNP	FTB	E64180		0020184390	10.08.2026		SP01	C
	9004948453	SH01572	10.08.2026	6922	ZNP	EXP	E26499		0020294373	10.08.2026		SP01	C
	9004948454	SCLADMIN	10.08.2026	2115	ZRMC	FTB	RT0001		0020359054	10.08.2026			C
	9004948455	S000855	10.08.2026	1002	ZLF	FTB	Q06486		0020218712	10.08.2026			C
	9004948456	S020715	10.08.2026	1005	ZNL	FTB	Q00666		P6835	10.08.2026	6835		C
	9004948457	S023272	10.08.2026	1006	ZNP	FTB	P06936		0020367288	10.08.2026			C
	9004948458	S023496	10.08.2026	1002	ZLF	FTB	Q54063		0020371950	10.08.2026			C
	9004948459	S023272	10.08.2026	1006	ZNP	FTB	P06936		0020367288	10.08.2026			C
	9004948460	SH01295	10.08.2026	6838	ZNP	FTP	E35322		0011018647	10.08.2026		SP08	C
	9004948461	S023272	10.08.2026	1006	ZNP	FTB	P06639		0020285856	10.08.2026			C
	9004948462	S015388	10.08.2026	1003	ZLF	FTB	Q19664		0020112700	10.08.2026			C
	9004948463	S023272	10.08.2026	1006	ZNP	FTB	P06639		0020285856	10.08.2026			C
	9004948464	S015388	10.08.2026	1003	ZLF	FTB	Q20178		0020076747	10.08.2026			C
	9004948465	S015388	10.08.2026	1003	ZLF	FTB	Q19728		0011013161
	9004948466	S015388	10.08.2026	1003	ZLF	FTB	Q20103		0020307964	10.08.2026			C
	9004948467	S011504	10.08.2026	1009	ZLF	FTB	Q10317		0020372765
	9004948468	S011504	10.08.2026	1009	ZLF	FTB	Q10317		0020372765
	9004948469	S011504	10.08.2026	1009	ZLF	FTB	Q10317		0020372765
	9004948470	S011504	10.08.2026	1009	ZLF	FTB	Q10317		0020372765
	9004948471	SH01456	10.08.2026	6110	ZNP	FTP	E09895		0020212067	10.08.2026		SP01	C
	9004948472	S013850	10.08.2026	1304	ZLF	FTB	Q14171		0020377509				A
	9004948473	SH01092	10.08.2026	6786	ZNP	FTB	D49399		0020253344	10.08.2026		SP01	C
	9004948474	SH00869	10.08.2026	6221	ZNL	FTB	E64191		P4061	10.08.2026	4061	SP02	C
	9004948475	SH01445	10.08.2026	6736	ZNP	EXP	E39934		0011102806	10.08.2026		SP01	C
	9004948476	SH01670	10.08.2026	6753	ZNP	FTP	E09996		0011030749	10.08.2026		SP01	C
	9004948477	SH01572	10.08.2026	6922	ZNP	EXP	E26499		0020294373	10.08.2026		SP01	C
	9004948478	S016470	10.08.2026	1044	ZNP	FTB	Q30264		0011050298				A
	9004948479	SH01648	10.08.2026	4465	ZNP	FTP	E14702		0040094345	10.08.2026		SP07	C
	9004948480	S016470	10.08.2026	1044	ZNP	FTB	Q29984		0011041651				A
	9004948481	SH01747	10.08.2026	3749	ZNP	FTB	E24522		0020274685	10.08.2026		SP01	C
	9004948482	SH01295	10.08.2026	6838	ZNP	FTP	E35322		0011018647	10.08.2026		SP08	C
	9004948483	S015508	10.08.2026	1012	ZNP	FTB	Q27580		0020325875	10.08.2026			C
	9004948484	SH01860	10.08.2026	8313	ZNP	FTP	E98376		0020186256	10.08.2026		SP02	C
	9004948485	S015508	10.08.2026	1012	ZNP	FTB	Q27580		0020325875	10.08.2026			C
	9004948486	S015508	10.08.2026	1012	ZNP	FTB	Q27448		0020342508	10.08.2026			C
	9004948487	S017747	10.08.2026	1046	ZNP	FTB	Q39026		0020352697
	9004948488	SH01777	10.08.2026	4501	ZNP	FTP	E15578		0020377010	10.08.2026		SP01	C
	9004948489	S011718	10.08.2026	1004	ZLF	FTB	Q08761		0020257792				A
	9004948490	S011718	10.08.2026	1004	ZLF	FTB	Q08757		0020372765				A
	9004948491	S011718	10.08.2026	1004	ZLF	FTB	Q08741		0020234125				A
	9004948492	S011718	10.08.2026	1004	ZLF	FTB	Q08741		0020234125				A
	9004948493	S015508	10.08.2026	1012	ZLF	FTB	Q10782		0020241329				A
	9004948494	SH01615	10.08.2026	8068	ZNP	FTP	E47073		0020352293	10.08.2026		SP02	C
	9004948495	SH00890	10.08.2026	4580	ZNP	EXP	E22293		0011024800	10.08.2026		SP01	C
	9004948496	S023496	10.08.2026	1002	ZLF	FTB	Q51829		0020377367	11.08.2026			C
	9004948497	S023496	10.08.2026	1002	ZLF	FTB	Q51829		0020377367	10.08.2026			C
	9004948498	SCLADMIN	10.08.2026	2111	ZRMC	FTB	RT0001		0020242728	10.08.2026			C
	9004948499	S023496	10.08.2026	1002	ZLF	FTB	Q51829		0020377367	10.08.2026			C
	9004948500	S004153	10.08.2026	1000	ZLF	FTB	Q26548		0020341271	10.08.2026			C
	9004948501	S023496	10.08.2026	1002	ZLF	FTB	Q51829		0020377367	10.08.2026			C
	9004948502	S004153	10.08.2026	1000	ZLF	FTB	Q26548		0020341271	10.08.2026			C
	9004948503	SH01811	10.08.2026	3905	ZNP	FTB	E61432		0020354901	10.08.2026		SP01	C
	9004948504	SH01670	10.08.2026	6753	ZNP	FTP	E09996		0011030749	10.08.2026		SP01	C
	9004948505	S011718	10.08.2026	1004	ZLF	FTB	Q08748		0020230869				A
	9004948506	S020415	10.08.2026	1004	ZLF	FTB	P86676		0011105529				A
	9004948507	S015388	10.08.2026	1003	ZLF	FTB	Q20051		0020114701	10.08.2026			C
	9004948508	SH00077	10.08.2026	4587	ZNP	FTP	E17416		0020202303	10.08.2026		SP02	C
	9004948509	S011718	10.08.2026	1004	ZLF	FTB	Q08874		0020102680				A
	9004948510	S015388	10.08.2026	1003	ZLF	FTB	Q20178		0020004468	10.08.2026			C
	9004948511	S023496	10.08.2026	1002	ZLF	FTB	Q27697		0020377487	10.08.2026			C
	9004948512	SH01786	10.08.2026	3836	ZNP	FTB	E95459		0020376376	10.08.2026		SP01	C
	9004948513	S023496	10.08.2026	1002	ZLF	FTB	Q27697		0020377487	10.08.2026			C
	9004948514	S021681	10.08.2026	1304	ZLF	FTB	Q14305		0020377374				A
	9004948515	S021681	10.08.2026	1304	ZLF	FTB	Q14805		0020365243				A
	9004948516	S021681	10.08.2026	1304	ZLF	FTB	Q13987		0020374155				A
	9004948517	SH00890	10.08.2026	4580	ZNP	EXP	E22293		0011024800	10.08.2026		SP01	C
	9004948518	S021681	10.08.2026	1304	ZLF	FTB	Q14854		0020357621				A
	9004948519	SH00077	10.08.2026	4587	ZNP	FTP	E17438		0020203918	10.08.2026		SP02	C
	9004948520	S000855	10.08.2026	1002	ZLF	FTB	Q06297		0011014520	10.08.2026			C
	9004948521	S020972	10.08.2026	1071	ZNP	FTB	Q96170		0011075350	10.08.2026			C
	9004948522	SH00890	10.08.2026	4580	ZNP	EXP	E22293		0011024800	10.08.2026		SP01	C
	9004948523	S011718	10.08.2026	1004	ZLF	FTB	Q08618		0011088770				A
	9004948524	S011718	10.08.2026	1004	ZLF	FTB	Q08618		0011088770				A
	9004948525	S011718	10.08.2026	1004	ZLF	FTB	Q08744		0011013886				A
	9004948526	S011718	10.08.2026	1004	ZLF	FTB	Q08744		0011013886				A
	9004948527	S011718	10.08.2026	1004	ZLF	FTB	Q08761		0011014271	11.08.2026			C
	9004948528	S011718	10.08.2026	1004	ZLF	FTB	Q08603		0020151771	11.08.2026			C
	9004948529	S011718	10.08.2026	1004	ZNP	FTB	Q09047		0020003153				A
	9004948530	S011718	10.08.2026	1004	ZLF	FTB	Q08635		0020377451	11.08.2026			C
	9004948531	SH01289	10.08.2026	3826	ZNP	FTP	E58405		0011016411	10.08.2026		SP08	C
	9004948532	S011718	10.08.2026	1004	ZLF	FTB	Q08635		0020377451	11.08.2026			C
	9004948533	S011718	10.08.2026	1004	ZLF	FTB	Q08842		0020092987				A
	9004948534	S016278	10.08.2026	1040	ZNP	FTB	Q38563		0011026362	10.08.2026			C
	9004948535	S011718	10.08.2026	1004	ZLF	FTB	Q08842		0020092987				A
	9004948536	S011718	10.08.2026	1004	ZLF	FTB	Q08717		0020029466				A
	9004948537	S020972	10.08.2026	1071	ZNL	EXP	P69405		P6078	10.08.2026	6078		C
	9004948538	SCLADMIN	10.08.2026	2119	ZRMC	FTB	RT0001		0020330685	10.08.2026			C
	9004948539	SH01687	10.08.2026	3805	ZNP	FTP	E57784		0020361221	10.08.2026		SP01	C
	9004948540	SH00077	10.08.2026	4587	ZNP	FTP	E17424		0020204071	10.08.2026		SP02	C
	9004948541	SH00869	10.08.2026	6221	ZNL	FTB	E64191		P4061	10.08.2026	4061	SP02	C
	9004948542	SH01860	10.08.2026	8313	ZNP	FTP	E98376		0020186256	10.08.2026		SP02	C
	9004948543	SH01773	10.08.2026	3746	ZNP	EXP	E64959		0020311760	10.08.2026		SP02	C
	9004948544	S004813	10.08.2026	1002	ZLF	FTB	Q26703		0020160324	10.08.2026			C
	9004948545	S023496	10.08.2026	1002	ZLF	FTB	Q48652		0020371617	10.08.2026			C
	9004948546	SH01445	10.08.2026	6736	ZNP	EXP	E39934		0011102806	10.08.2026		SP01	C
	9004948547	SH01747	10.08.2026	3749	ZNP	FTB	E24522		0020265263	10.08.2026		SP01	C
	9004948548	SH01289	10.08.2026	3826	ZNP	FTP	E58405		0011016411	10.08.2026		SP08	C
	9004948549	SH01473	10.08.2026	8113	ZNP	EXP	E25055		0020340529	10.08.2026		SP01	C
	9004948550	SH01687	10.08.2026	3805	ZNP	FTB	E57784		0020328726	10.08.2026		SP08	C
	9004948551	S020715	10.08.2026	1005	ZNP	FTB	Q09194		0011116824	10.08.2026			C
	9004948552	SH00077	10.08.2026	4587	ZNP	FTP	E17419		0020284672	10.08.2026		SP02	C
	9004948553	S015526	10.08.2026	1070	ZNL	EXW	Q12357		P1000	10.08.2026	1000		C
	9004948554	S021739	10.08.2026	1012	ZNP	FTB	Q12039		0020201342
	9004948555	S015388	10.08.2026	1002	ZLF	FTB	Q26778		0011074217	11.08.2026			C
	9004948556	S015388	10.08.2026	1002	ZLF	FTB	Q26674		0020356352	10.08.2026			C
	9004948557	S015388	10.08.2026	1002	ZLF	FTB	Q26687		0020192321				A
	9004948558	S015388	10.08.2026	1002	ZLF	FTB	Q26687		0020223935				A
	9004948559	S023496	10.08.2026	1002	ZLF	FTB	Q51829		0020377367	10.08.2026			C
	9004948560	SH01456	10.08.2026	3995	ZNP	FTP	E80450		0020377474	10.08.2026		SP01	C
	9004948561	SH00077	10.08.2026	4587	ZNP	FTP	E17417		0020208513	10.08.2026		SP02	C
	9004948562	S000855	10.08.2026	1003	ZLF	FTB	Q07421		0020052816	10.08.2026			C
	9004948563	SH01687	10.08.2026	5687	ZNP	FTB	E16179		0020377514	10.08.2026		SP09	C
	9004948564	SH00804	10.08.2026	4447	ZNP	FTP	E55258		0020238002	10.08.2026		SP01	C
	9004948565	S004614	10.08.2026	1073	ZNP	FTB	Q21868		0020377422
	9004948566	SH01698	10.08.2026	8102	ZNP	FTP	E11978		0020303185	10.08.2026		SP01	C
